condition_arm,condition_display_name,condition,class,control_arm,task,seed,control_best_score,condition_best_score,paired_delta,control_generation_zero_score,condition_generation_zero_score,manifest_sha256,initial_skill_yaml_sha256,randomized_config_bank_sha256,realized_scene_state_sha256
no-contact-information,No-ContactInfo,no_contact_info,Ablation,full-context,grasp_place,2,1.0,1.0,0.0,0.1556797365129399,0.1556797365129399,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,3417f33c8b6446296a60cb7136af80f31dc49e8eab316bafdaef6a3eded243e8,12bfde6f832e1d8c88e1f76fb3b732b8b3d2c224bb47728976c44b220c3a1c5c,67b45068113fe0ef6f199d4981822d51bd0bd66bb4f388f7402a08094b41852a
no-contact-information,No-ContactInfo,no_contact_info,Ablation,full-context,grasp_place,3,0.27125666041285296,1.0,0.728743339587147,0.17232226436243903,0.17232226436243903,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,b6972d3d8d86e9c12d963d1077d7ee500dd43d2c708f59679d362a05dd89e29f,5e925aa6ea0c7367cb1e51bc422e636a0f18384f77e9eb83eda2ec68db83bd4c,5ce27bcdb8582e1d517b17df0f9c2ad7b05701113a75707627744a889253e6a7
no-contact-information,No-ContactInfo,no_contact_info,Ablation,full-context,grasp_place,4,1.0,0.5716771098549731,-0.4283228901450269,0.20265823861231982,0.20265823861231982,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,8f620135c4f928508a2e3b18ed07a74df56091e3900172d8d172c953bf6222d3,d8276615d90e4d1b8208a187e9d3116cd64c2e9b961607f3911e667d1d2af200,1959b3932a54fd3d3850620783d44a63a35b8fa059f78d939fdbdef5fbfc64e8
no-contact-information,No-ContactInfo,no_contact_info,Ablation,full-context,grasp_place,5,0.5429035829037038,1.0,0.4570964170962962,0.22074329484855068,0.22074329484855068,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,e179e0dd7235005d183333de83cba5a48e42111064672eecadbbccc4e8209576,8fd455dc0d6fe5aee09121a6264ec1bf9e834d63d2a9ba69ac70ce6b4a1cfa8c,ca83b0c5488ee900ee32f323a4fc38ffcc2f5381fd3d2b180044b561c962382d
no-contact-information,No-ContactInfo,no_contact_info,Ablation,full-context,grasp_place,6,0.7255152688785622,0.6593925969881294,-0.06612267189043286,0.24926784859840012,0.24926784859840012,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,2f19c267de8feaf0a90a404361a235632e3bcadc9a29a3b0ec7e1aead008cae1,32247c57ea1a6858a2dd4ee542d031436a96b33b66f2c45232bdbde3c904f46e,584133b5261cffac0dd4282704ff39e97bf4d452e60b02507679bbdea5a4de22
no-contact-information,No-ContactInfo,no_contact_info,Ablation,full-context,grasp_place,7,0.33117118235123794,0.1901954536167516,-0.14097572873448633,0.1901954536167516,0.1901954536167516,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,b68c0bb417397cd6abb8b4efbd1690bc79e9c8291b636dcd82e30ec2ed8f7ad6,ec21746bc7cfceb5669e0f643190a91114afeeaff314a3cc32d49eaeb4fe77f5,8a4edc50bf1a337961423afe5cdf858aa28147f944f8fcd30a2ce1adc75d1bd6
no-contact-information,No-ContactInfo,no_contact_info,Ablation,full-context,grasp_place,8,1.0,0.7550998715909758,-0.2449001284090242,0.14711914047219357,0.14711914047219357,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,97dea9f5cba3d2de759bbf13d36e86ebbcf4014af8ba428a0e8ab19b484b4c53,870915df6acf57e7900ab797000405f018324ae196b1e9dbbc58cd8c45af02e4,f44a4a1356de6cb8b5dec75995af4354e38cafd01c85526c1c2a33c8dd2e5b1c
no-contact-information,No-ContactInfo,no_contact_info,Ablation,full-context,grasp_place,9,1.0,1.0,0.0,0.13032826320640337,0.13032826320640337,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,07a2533634943c49772e75f90f0942168e58579899e5d5f56e070558e8cac66d,c1d73636889e6bc40039e99c039b69c508331bf34f08d3911da8ec2f360ec1d6,0143f6b0f71a2b9dc1b332d50c0ca91b210f169a33e3f94f972cb0659a69dba8
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,door_push,0,1.0,1.0,0.0,0.42908558810905556,0.42910601384773955,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,e0c6dace66ab549ff5919639ad50a8f9c878204e633fe7c9ffb27098e22cfdb2,5e386d3abb1ab586aae06754a35c95617986ccf57fbd8d59fd54f2b337d68ff5,62a65d94e3dd29d4ed838d1b497b403a6341a023abe76fe9c8f6f096e79b6b73
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,door_push,1,1.0,1.0,0.0,0.5404542071247342,0.5404542071247342,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,aa5317e8ba8775a64515ea3ca145c8c6f13dd4f0884ed6cb69f169dcfa217e0f,723282a6393529d84222351edd2365d9957c12699ea62710ea94d2b14fb8e8cd,02510fe55caa23c78bf987721ef5c6c19c6d55c0df3e224216ba39f61ecd9c91
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,door_push,2,1.0,0.8570867655478397,-0.1429132344521603,0.4710551636471117,0.4710551636471117,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,4eba0d36c2b1a4fc79842e7749bf3817b4dd8c149d70111a72de0e835f7729be,b536a68d2355003e7d0434b8906d4a6fa0ad00fe96aa84f47a1fa1eb20518049,6dd40fac67fc7b4cb952edf7b79ea329c0b46aa4cb26369fc447c16f02a37d6d
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,door_push,3,0.9706958294530569,1.0,0.02930417054694312,0.30727629075791996,0.30727629075791996,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,a6aea77ed04d71ff2abd964debc9696f0ec26f3aa6de5e267b307e1f6e9d6785,ce992febdf84da34caa87c8776eb4ab1f34298439fb75f8267cbb4cb5dace369,a535d88ef07b74838c5ab0400d8932f8a62343284dc305f72bf16a3002d4504f
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,door_push,4,1.0,0.6729260059396732,-0.3270739940603268,0.21997266352121078,0.21997266352121078,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,f415a4fad6cf689d21570342a6d441c9cff9b32a9b9830da14c71c58995041d0,a9f01533aee87cd405de043e15edc49e20db6477773117f2c0f78eea230b765d,93d761ce3dc4e78ce09d05c5eb184a7129267f8d2172dd2a5cd042d5ec0710b9
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,door_push,5,1.0,1.0,0.0,0.3119930762084102,0.3119930762084102,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,f3515014ed72575abde6d3b988310bdaaf6a068e0b9ac2b6eab7944cda6cef10,59b7a7123db653bbd1db9ceed374cf69cc4951e1f8da0fe3e92e121a1a8b7564,f3bd2e80ef0506fd6b5cd5a4fd1b44e0782b3c0a174abf2e2d5dfa29f59ee618
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,door_push,6,1.0,1.0,0.0,0.41541757119548745,0.41541757119548745,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,35fd3e3f34e194fbd7f6daf6474541d344fe44604a0f4a405199855e0fdb2099,8b090940efc09c01df585b6bbf523ab02e7e542ebdf909fedc29453c6d596c46,dc4259a01269d1a689f775747b3c927cb1b450b657cf3ca07d50da9e3593da80
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,door_push,7,1.0,1.0,0.0,0.30805970341602884,0.30805970341602884,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,c8bc49c93741330cf24280241264887d853e1b194f5dea433e296c04810cd973,311bfefbe424ebfdbc81d714449977dc12eb7a419da665e2c79230fdaf1ac741,82ce57ad272540c243cfe7c86f1faba3a732bddf0a834ea70613e69de7a6ff57
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,door_push,8,1.0,1.0,0.0,0.2531899264605239,0.2531899264605239,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,8846a498e2105d98b2bbf861189fca735a6137c048cf2436a53c4aa08f2e5128,074cac07403e31449b3a3dceed7a1c0647f59271ee40ed52873692dc27f98217,03ad88d640dcd23384857b752dfa12af63a722a6c6b9379a358f8168d1c71e09
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,door_push,9,1.0,0.48642459111927233,-0.5135754088807276,0.3205403368344431,0.3205403368344431,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,74c3aa0cf773bd9444fe24ac44c702d455024169f23ed7f5c4b51304f63977e8,e969e5cfd7be7f4e2c11595baac4ffa80ed0440aaf9a85e0587140647a041ec6,8483aeff51d0063ec1cf7a724dac4352cd76049b8e216b9602c279ab004268b5
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,push_to_goal,0,0.8190240825898405,0.8330277565469877,0.014003673957147189,0.8041060182941487,0.794778813523549,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,27ecc1870c80c5a549680ac9146b4afa77d4ce0952ceafdbc01c5186d69d6306,282fa913c8916328ce659185726fd8b04796b1c61cfc5adca1b1e78053f678d7,79fe20ee7316d80bc617c84166fccacf882b4f96b2faf4b155be83e4f318b183
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,push_to_goal,1,0.8216245130404908,0.5548882134171905,-0.26673629962330025,0.5443648171895789,0.5443648171895789,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,a20900618733d1dee2fc539b853bb612888dce877e5257485b1e8e72442b9ae6,baa7a7c17a1c759afb0f51d2c2d645f8a794612a9c7b7d0937a4c5b0552258cb,258b33ff0697721ed1ba4810cf28d81707440dffd73b12c632f307c6591915c0
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,push_to_goal,2,0.8956689003127448,0.5705480649838455,-0.32512083532889935,0.5705480649838455,0.5705480649838455,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,e1eeb29be51f2224db6bf60ea86ca4b621fdc8c9c3b938034c18c0bfd8f0c617,fac437e89c3cebdb64c3a3f2d6ef067e1c58d0af89f837a4beef73ae91114955,8c36a5f9300ba3a57ccc09620ec8ba0a5276276ed83fb4303679e150911bfa14
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,push_to_goal,3,0.887517220319099,0.9611821712023025,0.07366495088320357,0.0,0.0,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,4485317bc79e1af9b0cba6df53c9f054e43ad765ad340b8479fbc4271593c58a,0e3753ca9d3aa36dcae0ae0df22cca9a61bc69a87e7bb9a77f0fb28708628e26,35b7946dd60174c5d3e72b05c58367a0800836a817579e6ae5b810157d0560be
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,push_to_goal,4,0.8100516580903081,0.815886949113422,0.005835291023113864,0.7954070368344529,0.7954070368344529,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,e6cfcbcf39d76c626a1906e12811eed1cbaf33497b3137ad05d51bba194d5afb,ecba5f12d896f330e9af2f1313232f45b00703ed3bf9b757cff584c79beb45f1,721a00290a47301d7751e432f1a041db545f1b55cfdb74b1d642c32f5b25f702
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,push_to_goal,5,0.9185496651034875,0.43396263034885135,-0.4845870347546361,0.0,0.0,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,f4f750b51fcdc20434bfae6250d3b7eb7c71dbd971ebec9ed7fa4a393cf24586,7bc17d466c318b3bd970b59761ba3cdd30cec6989c19fc5a4b761b2d8f783c45,b2a76c5d1121259d09d3db2c62740fd8fe93dd873d8f379ba1928ff319a7d266
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,push_to_goal,6,0.45222459162741685,0.8928928582219754,0.44066826659455854,0.0,0.0,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,57e8f1111ba4c5fc123c6f4cc1229d567aa2380b1bcaaacfe27d12a99c505379,86d10ffa4f8f36f8722ba1b2e4f2fbc8b84da572321e691a5414a16852bf2e5f,5f9daa62d5a7a2b8a7116f2dfbb5f9857bb0d5d4b297d304a4e76a9a270e7ec7
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,push_to_goal,7,0.8188218808691877,0.9568789777594806,0.13805709689029289,0.0,0.0,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,87b9d68e50ee439a8492556f27a9b1ea610ba0c7696ff5296d2958e80b018c21,6eb40386bb6f0f0123719ecdd12cd3141e5703d1f9658c42bd7df747ff840f61,c8d09cd43835becf8e5eb4413394fad8627e4bf404e9e7726e9f380b60e09752
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,push_to_goal,8,0.912865900721452,0.8575114902449318,-0.05535441047652023,0.0,0.0,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,05bd475dfcdcdc25982389651af11ed936fdcfd2c989d3520c3b938cc2af3700,1f533f4694bf3645480e8da23c119bd12cbb1aee429666a10635d6ba67f07154,f3b8ea82cefd9504be10e2d47c49094a836a703404c06bdee3b01a27a59bf7be
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,push_to_goal,9,0.7350465238576432,0.9533185764357909,0.21827205257814764,0.0,0.0,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,81073ad822a3d31df340f6c28940ee796d8d79836fe8945cd893e8339e23c758,3615aef1e0d374b7a3299bb81ca1e4efafb8289bb9a8651ded3c6dbaaef9f584,2cf7387f3e8baf02f18930263090d6f78777bdbc147b7fa30c178332e76b547b
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_insert,0,0.8854984334504961,0.9117763933259683,0.026277959875472212,0.5945356866842059,0.5957283630950007,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,7cbb777a9e8ee75fcbf4d3b8e0bb0664d20ff8bc6da41109b1bbc6d68811c74b,29b16a365e533e8c6aa8e838be713c75ef5d9817c33b1eb62a6268e48f453d29,271e316106eeefadf1968368496c98b5aba16bca2ae9da2edeb84f157a6c113e
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_insert,1,0.9574542333923556,0.9574542333923556,0.0,0.9574542333923556,0.9574542333923556,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,fb53a2953833d3dd9e9006e958ae014924f1d6fd653bac5b6ae0d00535b148f6,965f6095782dbdaa102cb891e2e2ae84009fa100f40dcd4522229f33cc3bb8b8,ad40e378f39a19b149b009dee38b90e3211daf0cadc26f2bf0cba9c113417c3b
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_insert,2,0.8639172501374315,0.949726337602551,0.0858090874651195,0.10123955520393668,0.10123955520393668,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,9141aa831726bf92679d238fed9fe7c5ffffe9fafadb533fd2aa6c388314961b,639b2e7a2f10d28c6a3c9659beae4e94e21e29f2134643945bbb3b55a851dfaa,a6823a6b5ef7fcb4f9033e8129e1dc742f22f8d88729a895d8be5b1aeb9126b0
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_insert,3,0.9564117873877386,0.9922930929078548,0.03588130552011626,0.9564117873877386,0.9564117873877386,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,a2ccf01cf610f630dd984b401f875695dee1b6e5b29e0041ee75a923859c7de0,f781096eacb68af146efc789f59b434b963bd18a98e7180e14fd953acf0efa77,c110175cdc23a481ee4f5a8b0b433c8e6c91b615df874546135cb56aaa5a8af6
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_insert,4,0.9615133264950506,0.9615133264950506,0.0,0.9614830983485989,0.9615133264950506,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,7b625dbd95531ff59151a7314b895b384c7230bcae5de391fdc6dbbb316b8abc,f8d5afdb0e15c2359b1620d7b818b5241199ae0854e72a310a06d278865488b3,6aa6006ba5d7c7f83773c59f42ad1597db3f9073c3225635eb35deca1cb0f02a
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_insert,5,0.9642194229247858,0.9920821584917342,0.027862735566948404,0.9642194229247858,0.9642194229247858,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,14808f81961014445485636098c4a4036fe44d8cfeef5e8f3f6bbc32f32719f6,ba63e53b302336057b130e5ed4227b4761cfe68bf1e21f1c9117641b20ee3749,68ad8ffad13ff17e4e79d7c12ed07a79b854360d1380b55b4d752be6df0d8737
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_insert,6,0.9428915792816287,0.9128142401759226,-0.03007733910570609,0.7744888781003838,0.7744888781003838,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,9947c3d9814fded42462c93e31dd095cfaa9540c204ba16742a1978b05661e31,2da5bdebcd2be3b3a79f14275540b86250aa525601c4ee425d572c2e272705f1,8fefb664610d091fa81ee0c279409778edf059cbe39fe254365372fa331a0db3
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_insert,7,0.901847365373007,0.897382426356879,-0.004464939016127989,0.00012322892025473653,0.00012322892025473653,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,de400f4786ddf1d40e51176edf316e57896f3b3a219cd8d7606107d112a9dd84,13a3eb5d8b30c93b9af876d568b8d73ebd7fd943a8ba578f92b52631c006c866,f2535c6a7dfc5a3ca3c25224b40d7fd8d1111b06ec904a3c56a54673c2686a85
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_insert,8,0.8880792950983175,0.8596945262455038,-0.028384768852813713,0.0028629731779143963,0.0028629731779143963,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,99b2aa03950c17edcb80f4fde0912c16b07a437a1891d90681447fe7a82f2974,c6dae68e5f7b93641e8525630e5994938f2ad237066d19db66d5aacb1422dc69,586a2957baaedcadf28af0fbf7d32a1a4534953c544a60ba5a7051ee138050bc
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_insert,9,0.9111048152481382,0.9065012425715641,-0.004603572676574186,0.771828868345589,0.771828868345589,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,61d5d73c5b302302e976571184b4696b75ec69ebf5bf7e02612983bf9ba38b12,d37866765f63d5ca7925dfd5ed5882c971716ad5111edfdcaf32141977cf905c,b79f8c48d80d518422f0f353e5fb8a66ede3bec4fd1cbe80690c422c72d900f9
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_channel,0,0.7783835682047284,0.7662962563572826,-0.012087311847445825,0.740890301692447,0.7448915323016226,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,7cf461dd424474091d4abb2cad097c94d53cc40b6667a9c12ad13ecbdc4fcc2d,7671e759637e84f1d32695b51f013f965f1da93397f2b9fb2cd2f6b8ebb55b9e,cd60c08f71f9d10bc11dd62c79067fee574cade1f8d1192fc945700528a8d454
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_channel,1,0.43476854442461293,0.41845405813721287,-0.016314486287400065,0.30247644446864946,0.30247644446864946,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,1e32bdbed5a9ebf2db23e3360f955dc947d3c4469e8fb7189ba3b5be9910e0c2,e5c105ea06cb2bfad2577537942c8e4d46012b19a091006a6887ea320f409896,9fd07833843a6ee28e14c5e2ce05f86547005983f45e63c41c77b8dac2024c0a
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_channel,2,0.47223252670429355,0.19160928802877578,-0.28062323867551775,0.13289365613836948,0.13289365613836948,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,4a89f731e6bdf91b2a6dcaa9fe3b9900fa58823a098ae70d491d38156751e466,76981d7e42d472555b5075ea4e5ec3ec4b5da0bc26e58d4325bd1f94c03eaff5,2a92d231da5879af7af8916eb4c7dff00148227e84220c4d9643d9841dc77ee7
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_channel,3,0.559781150982747,0.3887045827608713,-0.17107656822187567,0.09324203510185725,0.09324203510185725,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,acbeff1e908ab28f4be2509c360e2d06ec9197eefc4a8f2472dbdc2f3095fae6,ad2aefb20b444aece1a479ac7548ec02b48d61cafb23ae50085531a44fe8d4df,990d03f436076caee02f5d9d8b3b9b0b3759564b7644084e4eac46818881d834
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_channel,4,0.6072665651593795,0.6072665651593795,0.0,0.605228387565611,0.605228387565611,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,89ed5aaef5bcac10e5a34a4a88e921910fe4744f577b393fcfe2ed2e3909094e,8f630770c682010d6dfd559e32a43df89a25e0af2ae34ce08d06bbead2c6761a,5d75b33f12bcf5a2f8bdcc4693a93f63ce145f4d32d6acfe75032964e261854c
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_channel,5,0.30309508163390325,0.36041236894639567,0.057317287312492415,0.0006536024758250197,0.0006536024758250197,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,21dfa4fcafe2652c10cce929dbd28bdd09149dd5e5beb6234f12cd2b9bfb493e,dfa6accc0c0b2ea84802ccad6b0cf6c2416996e37a4098c1707ce353531d3d91,ca4f9624fc0e37438ffe7fd92236fc537e25f346e4aaef8c3b399c2f4b45089e
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_channel,6,0.49464021465125235,0.7727760574773437,0.27813584282609133,0.0,0.0,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,fd1511bf622ff027d72bc537a0a1f58d09202b05e2b9284beac43db30da24449,34020302a6c71adf74f3225edfa90af833ef623cddc986ffbb49c52d731d8b9e,07dc0764c781629358e2f97446117d9c410d14c078397be91277b4276116a1de
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_channel,7,0.4251965949412029,0.2619397053726838,-0.16325688956851908,0.26193055973030105,0.26193055973030105,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,579c197c4f2480d7cbdf1294cce48ccaea8cc331fb89eeb6bc77e6ba931ff824,8c433fbdc42b87805bb8e641bf77d7da3da20b2482bd0cdf580ad36b7b752951,d0d8b50673ee8d816e4de306a6620129fbd254b61025859fc8d57d0983f18415
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_channel,8,0.37903880482374824,0.5339585451615764,0.15491974033782813,0.0,0.0,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,066a553d70adcb347e1b496ffa02673ccde8a68f3c42f3f606c8f51c4bbcd57f,89a03cf85ad72a73b9bc84b2dddf0fd915593777e322a294699f490b6b6e73a6,c5fb87552d009c7e1ef813cadc54d289d6d9c896c1dd51a37fa468bf6305165e
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,peg_channel,9,0.5582803910784399,0.05646917168699059,-0.5018112193914492,0.05544145848051566,0.05544145848051566,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,1d7e44f883249743080a254e7377a5a9e3917912f9cfb02bddc153bb94c64b6b,b3993e13af94809c4138fc6ebeb663d64518b5c962b15c067c32b991edaff76c,a0d7ea14565b0a67e86de15fa43f3773b761884db645527685cd53e0fd95aeb9
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,obstacle_reach,0,0.8783226750793899,0.9683415072706545,0.09001883219126461,1.4589853496593036e-38,1.4589981519218922e-38,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,33b13767db2bedc8c345ab4e418426ec5ee89d387e774d9d4c4c9c38cb1b2154,17b10de829b8ff8e1626c181d80e5500dc9456629aa85525626eae243f271479,47501b1aab9bfa0e6b563b161626f42def695cce7ac7b19bb24da49f0ff9be1e
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,obstacle_reach,1,0.9941999318328639,0.9689654104479439,-0.025234521384919995,1.6152406920023015e-42,1.6152406920023015e-42,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,e9d61a74aabf541d182bb491706011b3af97b772381b0c765f4323922ed0d773,1ba7f3ca1b7e6d192a6b3dda158aa9fae991c2cc95ab4d701bf6a3c75b8f2c31,46c72c16be0fa319940ad2424e6763e117e5dc5f0c6b9e34d827f50eec225036
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,obstacle_reach,2,0.9566969415523982,0.6847995665982208,-0.2718973749541773,1.888210442672374e-33,1.888210442672374e-33,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,f3eb82b3171f0783c795f68377e770958f476cf0f511aaa8ce7482ca06ff9d0c,4262642c5ed163d9420d881490dd8ee0ec37c9c23196b6d5f3ad20f6ae92eaf1,91e4de206df15f80750cdb645e4a7fbeecac222f6e7e3c9e7aabeca93992a5f5
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,obstacle_reach,3,0.9360700363976308,0.973905185686954,0.03783514928932319,1.337445518838267e-38,1.337445518838267e-38,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,d9e8103b73663ca73a530b3563461eb97f32786c9c3c6ca329efdccc4a82bac4,640baafae61692253f2eb536fb4a0601f7a0ecefb5862ffe022bf05b494bcbd0,09b1e5e25d1c1085fb3b7b529543c8c0ed19e559c3b72845a3b8c8c62899d8b5
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,obstacle_reach,4,0.9371932876507688,0.9682242126716393,0.03103092502087046,4.3842597541789354e-36,4.3842597541789354e-36,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,7cb3e87e9951ab2d849e539e5e3477530094d9c9b187d83305735831f04bdb2a,24386e408b5c03dd6011546cc3346cb35d04f3ee1ab637ba5e4c24c8388f05bf,f04b195e402ac39779662418f5ff4bea89ac7f3f52518881a8eb9756a965f187
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,obstacle_reach,5,0.9696808512377605,0.9680355761716474,-0.0016452750661131166,7.846352038225177e-36,7.846352038225177e-36,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,27d58a38ffe793ba824763598a1eb9ffe8cea20e4e1c5e7626ef3129010ed0c8,1d3144fac18acae4391ae712ca5826c484e79d0357d9b638121b7c2b243ce811,35b656cc89b57a5f115ac5b9cfa690565debfcfd5af880d0b6438b747265b590
no-scene-description,No-SceneDescription,no_scene_description,Ablation,full-context,obstacle_reach,6,0.5857737765392826,0.9754143846970247,0.38964060815774204,7.824127747959763e-36,7.824127747959763e-36,57a8094e5928ce185948b0f56340b132db19bba1bca07c0d6f83aca7183d77f2,3f2979580802d6189052b25cc3aee6d121aa91d18fbdc67ee6ef950844548b39,2a913969e64ae813f828b1295b7cedc4f0abd21e9fae25c74f196a689a193dba,bd4f35ed59709260e094776b661704e90745f7a52d08ebc05c5947cbc49435ce
